dsei;codigo_dsei;ano_nascimento;frequencia_ativos;frequencia_ativos_indigenas
PARINTINS;22;1921.0;15;15
PARINTINS;22;1922.0;12;12
PARINTINS;22;1923.0;20;20
PARINTINS;22;1924.0;14;14
PARINTINS;22;1925.0;19;19
PARINTINS;22;1926.0;33;33
PARINTINS;22;1927.0;4;4
PARINTINS;22;1928.0;3;3
PARINTINS;22;1929.0;2;2
PARINTINS;22;1930.0;9;9
PARINTINS;22;1931.0;12;12
PARINTINS;22;1932.0;18;18
PARINTINS;22;1933.0;6;6
PARINTINS;22;1934.0;10;10
PARINTINS;22;1935.0;16;16
PARINTINS;22;1936.0;34;34
PARINTINS;22;1937.0;35;35
PARINTINS;22;1938.0;25;25
PARINTINS;22;1939.0;28;27
PARINTINS;22;1940.0;68;67
PARINTINS;22;1941.0;37;37
PARINTINS;22;1942.0;39;39
PARINTINS;22;1943.0;36;36
PARINTINS;22;1944.0;25;25
PARINTINS;22;1945.0;70;70
PARINTINS;22;1946.0;18;18
PARINTINS;22;1947.0;25;25
PARINTINS;22;1948.0;26;25
PARINTINS;22;1949.0;17;17
PARINTINS;22;1950.0;42;42
PARINTINS;22;1951.0;32;31
PARINTINS;22;1952.0;34;33
PARINTINS;22;1953.0;29;28
PARINTINS;22;1954.0;39;38
PARINTINS;22;1955.0;43;43
PARINTINS;22;1956.0;31;31
PARINTINS;22;1957.0;37;36
PARINTINS;22;1958.0;30;28
PARINTINS;22;1959.0;33;31
PARINTINS;22;1960.0;65;62
PARINTINS;22;1961.0;48;47
PARINTINS;22;1962.0;56;52
PARINTINS;22;1963.0;69;67
PARINTINS;22;1964.0;73;73
PARINTINS;22;1965.0;71;71
PARINTINS;22;1966.0;83;81
PARINTINS;22;1967.0;69;68
PARINTINS;22;1968.0;100;97
PARINTINS;22;1969.0;83;80
PARINTINS;22;1970.0;127;125
PARINTINS;22;1971.0;81;80
PARINTINS;22;1972.0;118;114
PARINTINS;22;1973.0;117;114
PARINTINS;22;1974.0;107;104
PARINTINS;22;1975.0;144;143
PARINTINS;22;1976.0;139;136
PARINTINS;22;1977.0;140;134
PARINTINS;22;1978.0;166;162
PARINTINS;22;1979.0;161;158
PARINTINS;22;1980.0;169;162
PARINTINS;22;1981.0;178;171
PARINTINS;22;1982.0;216;211
PARINTINS;22;1983.0;162;153
PARINTINS;22;1984.0;187;182
PARINTINS;22;1985.0;208;201
PARINTINS;22;1986.0;238;224
PARINTINS;22;1987.0;202;200
PARINTINS;22;1988.0;239;227
PARINTINS;22;1989.0;237;233
PARINTINS;22;1990.0;290;280
PARINTINS;22;1991.0;258;253
PARINTINS;22;1992.0;303;296
PARINTINS;22;1993.0;301;290
PARINTINS;22;1994.0;335;326
PARINTINS;22;1995.0;326;317
PARINTINS;22;1996.0;357;351
PARINTINS;22;1997.0;322;316
PARINTINS;22;1998.0;358;354
PARINTINS;22;1999.0;399;396
PARINTINS;22;2000.0;414;412
PARINTINS;22;2001.0;388;383
PARINTINS;22;2002.0;446;441
PARINTINS;22;2003.0;440;434
PARINTINS;22;2004.0;384;381
PARINTINS;22;2005.0;469;468
PARINTINS;22;2006.0;519;517
PARINTINS;22;2007.0;494;489
PARINTINS;22;2008.0;502;500
PARINTINS;22;2009.0;555;554
PARINTINS;22;2010.0;550;547
PARINTINS;22;2011.0;518;518
PARINTINS;22;2012.0;575;573
PARINTINS;22;2013.0;554;553
PARINTINS;22;2014.0;549;546
PARINTINS;22;2015.0;596;594
PARINTINS;22;2016.0;577;576
PARINTINS;22;2017.0;611;609
PARINTINS;22;2018.0;611;609
PARINTINS;22;2019.0;585;582
PARINTINS;22;2020.0;569;569
PARINTINS;22;2021.0;628;624
PARINTINS;22;2022.0;575;575
PARINTINS;22;2023.0;577;576
PARINTINS;22;2024.0;499;498
PARINTINS;22;2025.0;189;189
PERNAMBUCO;23;1904.0;1;1
PERNAMBUCO;23;1905.0;2;2
PERNAMBUCO;23;1906.0;6;6
PERNAMBUCO;23;1907.0;1;1
PERNAMBUCO;23;1908.0;2;2
PERNAMBUCO;23;1909.0;2;2
PERNAMBUCO;23;1910.0;17;17
PERNAMBUCO;23;1911.0;9;9
PERNAMBUCO;23;1912.0;21;21
PERNAMBUCO;23;1913.0;22;22
PERNAMBUCO;23;1914.0;31;30
PERNAMBUCO;23;1915.0;44;44
PERNAMBUCO;23;1916.0;30;30
PERNAMBUCO;23;1917.0;33;33
PERNAMBUCO;23;1918.0;38;38
PERNAMBUCO;23;1919.0;44;43
PERNAMBUCO;23;1920.0;49;49
PERNAMBUCO;23;1921.0;51;50
PERNAMBUCO;23;1922.0;72;72
PERNAMBUCO;23;1923.0;60;60
PERNAMBUCO;23;1924.0;82;80
PERNAMBUCO;23;1925.0;73;72
PERNAMBUCO;23;1926.0;75;73
PERNAMBUCO;23;1927.0;79;79
PERNAMBUCO;23;1928.0;87;86
PERNAMBUCO;23;1929.0;79;75
PERNAMBUCO;23;1930.0;115;112
PERNAMBUCO;23;1931.0;96;94
PERNAMBUCO;23;1932.0;128;126
PERNAMBUCO;23;1933.0;91;87
PERNAMBUCO;23;1934.0;121;120
PERNAMBUCO;23;1935.0;128;125
PERNAMBUCO;23;1936.0;144;135
PERNAMBUCO;23;1937.0;157;156
PERNAMBUCO;23;1938.0;156;152
PERNAMBUCO;23;1939.0;201;197
PERNAMBUCO;23;1940.0;206;199
PERNAMBUCO;23;1941.0;142;138
PERNAMBUCO;23;1942.0;209;201
PERNAMBUCO;23;1943.0;205;192
PERNAMBUCO;23;1944.0;217;209
PERNAMBUCO;23;1945.0;221;212
PERNAMBUCO;23;1946.0;198;190
PERNAMBUCO;23;1947.0;274;263
PERNAMBUCO;23;1948.0;253;235
PERNAMBUCO;23;1949.0;248;232
PERNAMBUCO;23;1950.0;289;272
PERNAMBUCO;23;1951.0;275;259
PERNAMBUCO;23;1952.0;268;255
PERNAMBUCO;23;1953.0;292;285
PERNAMBUCO;23;1954.0;282;265
PERNAMBUCO;23;1955.0;323;308
PERNAMBUCO;23;1956.0;290;270
PERNAMBUCO;23;1957.0;295;282
PERNAMBUCO;23;1958.0;377;350
PERNAMBUCO;23;1959.0;320;297
PERNAMBUCO;23;1960.0;411;387
PERNAMBUCO;23;1961.0;377;352
PERNAMBUCO;23;1962.0;379;362
PERNAMBUCO;23;1963.0;423;397
PERNAMBUCO;23;1964.0;449;421
PERNAMBUCO;23;1965.0;448;417
PERNAMBUCO;23;1966.0;461;428
PERNAMBUCO;23;1967.0;449;413
PERNAMBUCO;23;1968.0;479;443
PERNAMBUCO;23;1969.0;499;463
PERNAMBUCO;23;1970.0;521;488
PERNAMBUCO;23;1971.0;502;468
PERNAMBUCO;23;1972.0;591;552
PERNAMBUCO;23;1973.0;574;534
PERNAMBUCO;23;1974.0;644;602
PERNAMBUCO;23;1975.0;671;625
PERNAMBUCO;23;1976.0;703;653
PERNAMBUCO;23;1977.0;648;591
PERNAMBUCO;23;1978.0;815;761
PERNAMBUCO;23;1979.0;755;710
PERNAMBUCO;23;1980.0;772;721
PERNAMBUCO;23;1981.0;842;772
PERNAMBUCO;23;1982.0;893;829
PERNAMBUCO;23;1983.0;874;807
PERNAMBUCO;23;1984.0;839;773
PERNAMBUCO;23;1985.0;974;925
PERNAMBUCO;23;1986.0;1038;953
PERNAMBUCO;23;1987.0;999;927
PERNAMBUCO;23;1988.0;1034;962
PERNAMBUCO;23;1989.0;995;914
PERNAMBUCO;23;1990.0;991;926
PERNAMBUCO;23;1991.0;931;869
PERNAMBUCO;23;1992.0;1053;1001
PERNAMBUCO;23;1993.0;1013;939
PERNAMBUCO;23;1994.0;996;935
PERNAMBUCO;23;1995.0;1244;1147
PERNAMBUCO;23;1996.0;1192;1106
PERNAMBUCO;23;1997.0;1191;1112
PERNAMBUCO;23;1998.0;1161;1087
PERNAMBUCO;23;1999.0;1170;1088
PERNAMBUCO;23;2000.0;1288;1205
PERNAMBUCO;23;2001.0;1304;1240
PERNAMBUCO;23;2002.0;1185;1129
PERNAMBUCO;23;2003.0;1148;1099
PERNAMBUCO;23;2004.0;1146;1098
PERNAMBUCO;23;2005.0;1333;1274
PERNAMBUCO;23;2006.0;1272;1233
PERNAMBUCO;23;2007.0;1172;1126
PERNAMBUCO;23;2008.0;1185;1151
PERNAMBUCO;23;2009.0;1129;1099
PERNAMBUCO;23;2010.0;1128;1102
PERNAMBUCO;23;2011.0;1062;1045
PERNAMBUCO;23;2012.0;1013;991
PERNAMBUCO;23;2013.0;943;917
PERNAMBUCO;23;2014.0;935;910
PERNAMBUCO;23;2015.0;1013;979
PERNAMBUCO;23;2016.0;929;911
PERNAMBUCO;23;2017.0;936;916
PERNAMBUCO;23;2018.0;1013;985
PERNAMBUCO;23;2019.0;971;955
PERNAMBUCO;23;2020.0;986;964
PERNAMBUCO;23;2021.0;1013;1004
PERNAMBUCO;23;2022.0;873;863
PERNAMBUCO;23;2023.0;859;846
PERNAMBUCO;23;2024.0;730;727
PERNAMBUCO;23;2025.0;206;206
PORTO VELHO;24;1906.0;1;1
PORTO VELHO;24;1908.0;1;1
PORTO VELHO;24;1910.0;4;4
PORTO VELHO;24;1911.0;2;2
PORTO VELHO;24;1912.0;7;7
PORTO VELHO;24;1913.0;3;3
PORTO VELHO;24;1914.0;3;3
PORTO VELHO;24;1915.0;2;2
PORTO VELHO;24;1916.0;1;1
PORTO VELHO;24;1917.0;2;2
PORTO VELHO;24;1918.0;9;9
PORTO VELHO;24;1919.0;5;5
PORTO VELHO;24;1920.0;10;10
PORTO VELHO;24;1921.0;10;10
PORTO VELHO;24;1922.0;3;2
PORTO VELHO;24;1923.0;5;5
PORTO VELHO;24;1924.0;10;10
PORTO VELHO;24;1925.0;11;10
PORTO VELHO;24;1926.0;7;7
PORTO VELHO;24;1927.0;8;8
PORTO VELHO;24;1928.0;8;8
PORTO VELHO;24;1929.0;4;4
PORTO VELHO;24;1930.0;16;15
PORTO VELHO;24;1931.0;10;10
PORTO VELHO;24;1932.0;10;10
PORTO VELHO;24;1933.0;5;5
PORTO VELHO;24;1934.0;17;16
PORTO VELHO;24;1935.0;20;20
PORTO VELHO;24;1936.0;20;20
PORTO VELHO;24;1937.0;13;13
PORTO VELHO;24;1938.0;21;21
PORTO VELHO;24;1939.0;22;22
PORTO VELHO;24;1940.0;45;43
PORTO VELHO;24;1941.0;15;14
PORTO VELHO;24;1942.0;21;20
PORTO VELHO;24;1943.0;19;18
PORTO VELHO;24;1944.0;27;27
PORTO VELHO;24;1945.0;29;29
PORTO VELHO;24;1946.0;28;27
PORTO VELHO;24;1947.0;29;29
PORTO VELHO;24;1948.0;26;25
PORTO VELHO;24;1949.0;25;23
PORTO VELHO;24;1950.0;38;38
PORTO VELHO;24;1951.0;19;16
PORTO VELHO;24;1952.0;29;29
PORTO VELHO;24;1953.0;29;27
PORTO VELHO;24;1954.0;27;26
PORTO VELHO;24;1955.0;24;23
PORTO VELHO;24;1956.0;23;21
PORTO VELHO;24;1957.0;22;20
PORTO VELHO;24;1958.0;29;27
PORTO VELHO;24;1959.0;13;13
PORTO VELHO;24;1960.0;45;43
PORTO VELHO;24;1961.0;33;30
PORTO VELHO;24;1962.0;48;44
PORTO VELHO;24;1963.0;31;31
PORTO VELHO;24;1964.0;47;41
PORTO VELHO;24;1965.0;46;43
PORTO VELHO;24;1966.0;46;43
PORTO VELHO;24;1967.0;64;59
PORTO VELHO;24;1968.0;76;71
PORTO VELHO;24;1969.0;68;63
PORTO VELHO;24;1970.0;78;74
PORTO VELHO;24;1971.0;77;75
PORTO VELHO;24;1972.0;83;82
PORTO VELHO;24;1973.0;88;79
PORTO VELHO;24;1974.0;108;102
PORTO VELHO;24;1975.0;84;80
PORTO VELHO;24;1976.0;83;78
PORTO VELHO;24;1977.0;99;97
PORTO VELHO;24;1978.0;88;85
PORTO VELHO;24;1979.0;98;95
PORTO VELHO;24;1980.0;139;133
PORTO VELHO;24;1981.0;111;108
PORTO VELHO;24;1982.0;133;128
PORTO VELHO;24;1983.0;136;126
PORTO VELHO;24;1984.0;144;136
PORTO VELHO;24;1985.0;144;137
PORTO VELHO;24;1986.0;138;131
PORTO VELHO;24;1987.0;162;155
PORTO VELHO;24;1988.0;133;122
PORTO VELHO;24;1989.0;186;176
PORTO VELHO;24;1990.0;169;159
PORTO VELHO;24;1991.0;172;163
PORTO VELHO;24;1992.0;191;180
PORTO VELHO;24;1993.0;201;192
PORTO VELHO;24;1994.0;183;171
PORTO VELHO;24;1995.0;212;201
PORTO VELHO;24;1996.0;234;226
PORTO VELHO;24;1997.0;219;215
PORTO VELHO;24;1998.0;243;226
PORTO VELHO;24;1999.0;219;207
PORTO VELHO;24;2000.0;271;266
PORTO VELHO;24;2001.0;299;290
PORTO VELHO;24;2002.0;261;256
PORTO VELHO;24;2003.0;310;301
PORTO VELHO;24;2004.0;310;304
PORTO VELHO;24;2005.0;354;350
PORTO VELHO;24;2006.0;349;347
PORTO VELHO;24;2007.0;321;317
PORTO VELHO;24;2008.0;337;336
PORTO VELHO;24;2009.0;354;349
PORTO VELHO;24;2010.0;321;320
PORTO VELHO;24;2011.0;324;324
PORTO VELHO;24;2012.0;379;377
PORTO VELHO;24;2013.0;307;306
PORTO VELHO;24;2014.0;371;370
PORTO VELHO;24;2015.0;313;310
PORTO VELHO;24;2016.0;313;310
PORTO VELHO;24;2017.0;323;318
PORTO VELHO;24;2018.0;318;318
PORTO VELHO;24;2019.0;300;299
PORTO VELHO;24;2020.0;316;315
PORTO VELHO;24;2021.0;350;347
PORTO VELHO;24;2022.0;316;313
PORTO VELHO;24;2023.0;370;369
PORTO VELHO;24;2024.0;327;326
PORTO VELHO;24;2025.0;90;90
POTIGUARA;25;1901.0;1;0
POTIGUARA;25;1904.0;1;1
POTIGUARA;25;1907.0;1;1
POTIGUARA;25;1910.0;4;4
POTIGUARA;25;1911.0;2;2
POTIGUARA;25;1912.0;4;4
POTIGUARA;25;1913.0;3;3
POTIGUARA;25;1914.0;4;4
POTIGUARA;25;1915.0;4;4
POTIGUARA;25;1916.0;5;3
POTIGUARA;25;1917.0;6;6
POTIGUARA;25;1918.0;3;3
POTIGUARA;25;1919.0;15;13
POTIGUARA;25;1920.0;12;10
POTIGUARA;25;1921.0;11;10
POTIGUARA;25;1922.0;13;10
POTIGUARA;25;1923.0;11;8
POTIGUARA;25;1924.0;15;13
POTIGUARA;25;1925.0;22;18
POTIGUARA;25;1926.0;11;8
POTIGUARA;25;1927.0;23;18
POTIGUARA;25;1928.0;26;21
POTIGUARA;25;1929.0;27;23
POTIGUARA;25;1930.0;24;21
POTIGUARA;25;1931.0;25;22
POTIGUARA;25;1932.0;37;32
POTIGUARA;25;1933.0;37;33
POTIGUARA;25;1934.0;44;35
POTIGUARA;25;1935.0;48;39
POTIGUARA;25;1936.0;49;42
POTIGUARA;25;1937.0;46;36
POTIGUARA;25;1938.0;45;41
POTIGUARA;25;1939.0;51;46
POTIGUARA;25;1940.0;68;50
POTIGUARA;25;1941.0;37;32
POTIGUARA;25;1942.0;58;47
POTIGUARA;25;1943.0;63;53
POTIGUARA;25;1944.0;87;72
POTIGUARA;25;1945.0;93;81
POTIGUARA;25;1946.0;92;75
POTIGUARA;25;1947.0;96;80
POTIGUARA;25;1948.0;96;81
POTIGUARA;25;1949.0;98;75
POTIGUARA;25;1950.0;131;105
POTIGUARA;25;1951.0;121;100
POTIGUARA;25;1952.0;119;104
POTIGUARA;25;1953.0;149;122
POTIGUARA;25;1954.0;141;104
POTIGUARA;25;1955.0;154;121
POTIGUARA;25;1956.0;165;132
POTIGUARA;25;1957.0;160;125
POTIGUARA;25;1958.0;172;137
POTIGUARA;25;1959.0;163;127
POTIGUARA;25;1960.0;201;166
POTIGUARA;25;1961.0;219;175
POTIGUARA;25;1962.0;232;183
POTIGUARA;25;1963.0;232;193
POTIGUARA;25;1964.0;262;207
POTIGUARA;25;1965.0;209;165
POTIGUARA;25;1966.0;258;210
POTIGUARA;25;1967.0;246;207
POTIGUARA;25;1968.0;271;220
POTIGUARA;25;1969.0;260;206
POTIGUARA;25;1970.0;313;242
POTIGUARA;25;1971.0;310;231
POTIGUARA;25;1972.0;317;257
POTIGUARA;25;1973.0;333;278
POTIGUARA;25;1974.0;363;288
POTIGUARA;25;1975.0;345;282
POTIGUARA;25;1976.0;383;303
POTIGUARA;25;1977.0;379;304
POTIGUARA;25;1978.0;403;321
POTIGUARA;25;1979.0;426;358
POTIGUARA;25;1980.0;457;371
POTIGUARA;25;1981.0;442;352
POTIGUARA;25;1982.0;464;383
POTIGUARA;25;1983.0;501;414
POTIGUARA;25;1984.0;480;402
POTIGUARA;25;1985.0;512;413
POTIGUARA;25;1986.0;543;448
POTIGUARA;25;1987.0;527;447
POTIGUARA;25;1988.0;581;491
POTIGUARA;25;1989.0;516;428
POTIGUARA;25;1990.0;471;392
POTIGUARA;25;1991.0;539;445
POTIGUARA;25;1992.0;518;449
POTIGUARA;25;1993.0;553;475
POTIGUARA;25;1994.0;593;506
POTIGUARA;25;1995.0;600;520
POTIGUARA;25;1996.0;551;463
POTIGUARA;25;1997.0;572;504
POTIGUARA;25;1998.0;616;537
POTIGUARA;25;1999.0;570;504
POTIGUARA;25;2000.0;550;493
POTIGUARA;25;2001.0;596;546
POTIGUARA;25;2002.0;591;546
POTIGUARA;25;2003.0;545;506
POTIGUARA;25;2004.0;559;533
POTIGUARA;25;2005.0;582;562
POTIGUARA;25;2006.0;615;584
POTIGUARA;25;2007.0;535;513
POTIGUARA;25;2008.0;577;559
POTIGUARA;25;2009.0;518;511
POTIGUARA;25;2010.0;553;542
POTIGUARA;25;2011.0;603;590
POTIGUARA;25;2012.0;527;520
POTIGUARA;25;2013.0;528;522
POTIGUARA;25;2014.0;517;510
POTIGUARA;25;2015.0;555;550
POTIGUARA;25;2016.0;551;550
POTIGUARA;25;2017.0;569;563
POTIGUARA;25;2018.0;621;618
POTIGUARA;25;2019.0;603;601
POTIGUARA;25;2020.0;550;547
POTIGUARA;25;2021.0;586;585
POTIGUARA;25;2022.0;510;510
POTIGUARA;25;2023.0;499;498
POTIGUARA;25;2024.0;466;465
POTIGUARA;25;2025.0;209;209
RIO TAPAJÓS;27;1912.0;2;2
RIO TAPAJÓS;27;1915.0;2;2
RIO TAPAJÓS;27;1916.0;2;2
RIO TAPAJÓS;27;1917.0;4;4
RIO TAPAJÓS;27;1919.0;1;0
RIO TAPAJÓS;27;1920.0;4;4
RIO TAPAJÓS;27;1922.0;5;5
RIO TAPAJÓS;27;1923.0;5;5
RIO TAPAJÓS;27;1924.0;6;5
RIO TAPAJÓS;27;1925.0;3;3
RIO TAPAJÓS;27;1926.0;5;5
RIO TAPAJÓS;27;1927.0;11;11
RIO TAPAJÓS;27;1928.0;10;10
RIO TAPAJÓS;27;1929.0;6;4
RIO TAPAJÓS;27;1930.0;22;22
RIO TAPAJÓS;27;1931.0;8;8
RIO TAPAJÓS;27;1932.0;9;8
RIO TAPAJÓS;27;1933.0;11;11
RIO TAPAJÓS;27;1934.0;14;12
RIO TAPAJÓS;27;1935.0;14;14
RIO TAPAJÓS;27;1936.0;14;13
RIO TAPAJÓS;27;1937.0;10;10
RIO TAPAJÓS;27;1938.0;10;10
RIO TAPAJÓS;27;1939.0;16;15
RIO TAPAJÓS;27;1940.0;23;23
RIO TAPAJÓS;27;1941.0;22;21
RIO TAPAJÓS;27;1942.0;27;25
RIO TAPAJÓS;27;1943.0;19;18
RIO TAPAJÓS;27;1944.0;27;27
RIO TAPAJÓS;27;1945.0;32;30
RIO TAPAJÓS;27;1946.0;26;25
RIO TAPAJÓS;27;1947.0;31;30
RIO TAPAJÓS;27;1948.0;26;26
RIO TAPAJÓS;27;1949.0;33;33
RIO TAPAJÓS;27;1950.0;35;34
RIO TAPAJÓS;27;1951.0;20;17
RIO TAPAJÓS;27;1952.0;32;31
RIO TAPAJÓS;27;1953.0;38;36
RIO TAPAJÓS;27;1954.0;33;32
RIO TAPAJÓS;27;1955.0;42;41
RIO TAPAJÓS;27;1956.0;40;39
RIO TAPAJÓS;27;1957.0;35;35
RIO TAPAJÓS;27;1958.0;30;29
RIO TAPAJÓS;27;1959.0;39;38
RIO TAPAJÓS;27;1960.0;45;42
RIO TAPAJÓS;27;1961.0;25;22
RIO TAPAJÓS;27;1962.0;44;42
RIO TAPAJÓS;27;1963.0;54;50
RIO TAPAJÓS;27;1964.0;38;38
RIO TAPAJÓS;27;1965.0;59;57
RIO TAPAJÓS;27;1966.0;55;53
RIO TAPAJÓS;27;1967.0;57;57
RIO TAPAJÓS;27;1968.0;52;48
RIO TAPAJÓS;27;1969.0;63;61
RIO TAPAJÓS;27;1970.0;64;61
RIO TAPAJÓS;27;1971.0;86;85
RIO TAPAJÓS;27;1972.0;84;81
RIO TAPAJÓS;27;1973.0;71;71
RIO TAPAJÓS;27;1974.0;90;88
RIO TAPAJÓS;27;1975.0;103;100
RIO TAPAJÓS;27;1976.0;112;109
RIO TAPAJÓS;27;1977.0;98;96
RIO TAPAJÓS;27;1978.0;90;87
RIO TAPAJÓS;27;1979.0;124;115
RIO TAPAJÓS;27;1980.0;120;117
RIO TAPAJÓS;27;1981.0;114;111
RIO TAPAJÓS;27;1982.0;135;132
RIO TAPAJÓS;27;1983.0;150;145
RIO TAPAJÓS;27;1984.0;134;132
RIO TAPAJÓS;27;1985.0;163;162
RIO TAPAJÓS;27;1986.0;158;153
RIO TAPAJÓS;27;1987.0;136;133
RIO TAPAJÓS;27;1988.0;151;149
RIO TAPAJÓS;27;1989.0;176;170
RIO TAPAJÓS;27;1990.0;181;177
RIO TAPAJÓS;27;1991.0;153;151
RIO TAPAJÓS;27;1992.0;210;208
RIO TAPAJÓS;27;1993.0;209;207
RIO TAPAJÓS;27;1994.0;211;206
RIO TAPAJÓS;27;1995.0;236;231
RIO TAPAJÓS;27;1996.0;245;234
RIO TAPAJÓS;27;1997.0;254;249
RIO TAPAJÓS;27;1998.0;279;276
RIO TAPAJÓS;27;1999.0;324;319
RIO TAPAJÓS;27;2000.0;286;286
RIO TAPAJÓS;27;2001.0;319;317
RIO TAPAJÓS;27;2002.0;361;358
RIO TAPAJÓS;27;2003.0;338;334
RIO TAPAJÓS;27;2004.0;405;398
RIO TAPAJÓS;27;2005.0;344;338
RIO TAPAJÓS;27;2006.0;413;408
RIO TAPAJÓS;27;2007.0;402;397
RIO TAPAJÓS;27;2008.0;404;401
RIO TAPAJÓS;27;2009.0;418;414
RIO TAPAJÓS;27;2010.0;384;383
RIO TAPAJÓS;27;2011.0;463;462
RIO TAPAJÓS;27;2012.0;455;453
RIO TAPAJÓS;27;2013.0;432;431
RIO TAPAJÓS;27;2014.0;487;485
RIO TAPAJÓS;27;2015.0;502;499
RIO TAPAJÓS;27;2016.0;531;528
RIO TAPAJÓS;27;2017.0;529;529
RIO TAPAJÓS;27;2018.0;524;523
RIO TAPAJÓS;27;2019.0;505;505
RIO TAPAJÓS;27;2020.0;521;520
RIO TAPAJÓS;27;2021.0;582;582
RIO TAPAJÓS;27;2022.0;492;490
RIO TAPAJÓS;27;2023.0;531;531
RIO TAPAJÓS;27;2024.0;589;589
RIO TAPAJÓS;27;2025.0;35;35
TOCANTINS;29;1908.0;1;1
TOCANTINS;29;1910.0;6;6
TOCANTINS;29;1911.0;3;3
TOCANTINS;29;1912.0;9;9
TOCANTINS;29;1913.0;5;5
TOCANTINS;29;1914.0;6;6
TOCANTINS;29;1915.0;13;12
TOCANTINS;29;1916.0;21;21
TOCANTINS;29;1917.0;23;22
TOCANTINS;29;1918.0;14;13
TOCANTINS;29;1919.0;12;11
TOCANTINS;29;1920.0;33;32
TOCANTINS;29;1921.0;6;6
TOCANTINS;29;1922.0;11;10
TOCANTINS;29;1923.0;13;13
TOCANTINS;29;1924.0;14;14
TOCANTINS;29;1925.0;17;17
TOCANTINS;29;1926.0;16;16
TOCANTINS;29;1927.0;8;8
TOCANTINS;29;1928.0;9;9
TOCANTINS;29;1929.0;7;7
TOCANTINS;29;1930.0;22;22
TOCANTINS;29;1931.0;7;7
TOCANTINS;29;1932.0;14;14
TOCANTINS;29;1933.0;3;3
TOCANTINS;29;1934.0;9;8
TOCANTINS;29;1935.0;18;18
TOCANTINS;29;1936.0;11;10
TOCANTINS;29;1937.0;7;7
TOCANTINS;29;1938.0;13;10
TOCANTINS;29;1939.0;14;12
TOCANTINS;29;1940.0;34;33
TOCANTINS;29;1941.0;22;16
TOCANTINS;29;1942.0;16;14
TOCANTINS;29;1943.0;17;17
TOCANTINS;29;1944.0;15;14
TOCANTINS;29;1945.0;31;30
TOCANTINS;29;1946.0;23;21
TOCANTINS;29;1947.0;15;15
TOCANTINS;29;1948.0;19;15
TOCANTINS;29;1949.0;20;17
TOCANTINS;29;1950.0;53;48
TOCANTINS;29;1951.0;22;19
TOCANTINS;29;1952.0;35;31
TOCANTINS;29;1953.0;27;25
TOCANTINS;29;1954.0;13;12
TOCANTINS;29;1955.0;37;31
TOCANTINS;29;1956.0;27;24
TOCANTINS;29;1957.0;33;26
TOCANTINS;29;1958.0;44;41
TOCANTINS;29;1959.0;43;38
TOCANTINS;29;1960.0;58;55
TOCANTINS;29;1961.0;46;40
TOCANTINS;29;1962.0;53;47
TOCANTINS;29;1963.0;48;45
TOCANTINS;29;1964.0;44;40
TOCANTINS;29;1965.0;55;50
TOCANTINS;29;1966.0;70;63
TOCANTINS;29;1967.0;49;42
TOCANTINS;29;1968.0;75;66
TOCANTINS;29;1969.0;84;74
TOCANTINS;29;1970.0;84;68
TOCANTINS;29;1971.0;60;54
TOCANTINS;29;1972.0;71;66
TOCANTINS;29;1973.0;87;71
TOCANTINS;29;1974.0;70;64
TOCANTINS;29;1975.0;108;97
TOCANTINS;29;1976.0;111;104
TOCANTINS;29;1977.0;124;110
TOCANTINS;29;1978.0;101;93
TOCANTINS;29;1979.0;101;93
TOCANTINS;29;1980.0;141;135
TOCANTINS;29;1981.0;123;112
TOCANTINS;29;1982.0;141;132
TOCANTINS;29;1983.0;153;145
TOCANTINS;29;1984.0;160;147
TOCANTINS;29;1985.0;146;135
TOCANTINS;29;1986.0;151;138
TOCANTINS;29;1987.0;166;156
TOCANTINS;29;1988.0;193;183
TOCANTINS;29;1989.0;184;172
TOCANTINS;29;1990.0;185;178
TOCANTINS;29;1991.0;164;153
TOCANTINS;29;1992.0;219;211
TOCANTINS;29;1993.0;237;226
TOCANTINS;29;1994.0;218;207
TOCANTINS;29;1995.0;232;227
TOCANTINS;29;1996.0;241;229
TOCANTINS;29;1997.0;273;263
TOCANTINS;29;1998.0;244;236
TOCANTINS;29;1999.0;251;233
TOCANTINS;29;2000.0;290;282
TOCANTINS;29;2001.0;298;291
TOCANTINS;29;2002.0;295;291
TOCANTINS;29;2003.0;310;301
TOCANTINS;29;2004.0;328;325
TOCANTINS;29;2005.0;317;312
TOCANTINS;29;2006.0;390;385
TOCANTINS;29;2007.0;391;389
TOCANTINS;29;2008.0;420;415
TOCANTINS;29;2009.0;343;339
TOCANTINS;29;2010.0;388;386
TOCANTINS;29;2011.0;432;430
TOCANTINS;29;2012.0;458;456
TOCANTINS;29;2013.0;431;431
TOCANTINS;29;2014.0;475;473
TOCANTINS;29;2015.0;476;474
TOCANTINS;29;2016.0;410;408
TOCANTINS;29;2017.0;448;447
TOCANTINS;29;2018.0;441;438
TOCANTINS;29;2019.0;384;384
TOCANTINS;29;2020.0;376;375
TOCANTINS;29;2021.0;392;390
TOCANTINS;29;2022.0;373;372
TOCANTINS;29;2023.0;410;410
TOCANTINS;29;2024.0;325;324
TOCANTINS;29;2025.0;94;94
VALE DO JAVARI;12;1914.0;2;2
VALE DO JAVARI;12;1915.0;1;1
VALE DO JAVARI;12;1917.0;1;1
